CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12002344,1,4,,50,M,M,UG,0,,,191141.54,,191141.54,400070
12002345,1,4,,39,M,M,ENG,0,,,204772.62,,204772.62,500034
12002348,4,8,,,,,,0,,MD,0.00,,0.00,400070
12002349,1,5,,38,M,M,PRF,0,,,282975.49,7,282975.49,400070
12002350,1,4,,35,M,M,ENG,0,,,0.00,,0.00,380015
12002351,1,4,,50,M,M,GRAD,0,,,72728.46,,72728.46,380015
12002352,1,4,,50,M,M,GRAD,0,,,52470.03,,52470.04,411005
12002353,1,6,,31,M,M,PRF,1,,,405921.23,,405921.23,411005
12002355,1,4,,59,M,M,GRAD,0,,,482866.27,,482866.27,400070
12002354,1,5,,31,M,S,PRF,0,,MGR,88906.74,3,88906.74,411005
12002356,1,4,,52,M,M,GRAD,0,,,188881.40,,188881.40,500034
12002357,1,4,,48,M,M,GRAD,0,,,42546.72,,42546.72,400070
12002360,1,4,,51,M,M,POSTGRAD,0,,,114789.68,,114789.68,110001
12002359,1,4,,34,M,M,GRAD,0,,,48769.71,,48769.72,560095
12002362,4,8,,,,,,,,,0.00,,0.00,#N/A
12002361,1,5,,29,M,M,GRAD,0,,SROF,39033.69,5,39033.69,411005
12002363,1,4,,44,M,M,GRAD,0,,,648905.46,,648905.46,400070
12002364,1,4,,35,M,M,GRAD,2,,,105099.11,,105099.11,110001
12002366,1,4,,40,M,M,POSTGRAD,0,,,382208.64,,382208.64,560095
12002365,1,4,,47,M,M,GRAD,2,,,262177.04,,262177.04,391440
12002368,1,4,,44,M,M,GRAD,0,,,388637.01,,388637.00,110001
12002369,1,4,,25,M,S,GRAD,2,,,412337.90,,412337.90,110001
12002370,2,8,,,,,,0,,,0.00,,0.00,400070
12002372,1,5,,30,M,S,POSTGRAD,0,,,107623.39,6,107623.39,560095
12002374,1,4,,40,M,M,GRAD,0,,,117686.58,,117686.58,380015
12002375,1,4,,34,M,M,GRAD,1,,,133133.61,,133133.60,110001
12002376,1,4,,60,M,M,GRAD,2,,,341466.73,,341466.73,110001
12002377,1,4,,37,M,M,GRAD,0,,,678629.87,,678629.87,400070
12002379,1,4,,53,F,M,UG,5,,,86516.67,,86516.67,600017
12002380,1,4,,58,M,M,GRAD,0,,,86840.58,,86840.58,400070
12002381,1,4,,46,M,M,UG,0,,,98752.12,,98752.11,400070
12002382,1,5,,28,M,S,GRAD,0,,,46729.33,5,46729.33,500034
12002386,1,4,,44,M,M,UG,0,,,35978.75,,35978.74,380015
12002387,1,4,,40,M,M,GRAD,0,,,316804.69,,0.00,400070
12002390,4,8,,,,,,0,,,0.00,,0.00,400070
12002389,1,5,,41,M,M,POSTGRAD,2,,MGR,83544.11,6,83544.11,411005
12002393,4,8,,,,,,0,,SRMGMT,0.00,,0.00,110001
12002398,1,6,,42,M,M,DOCTRATE,0,,,76342.39,,76342.39,625010
12002399,1,4,,39,F,M,UG,0,,,63542.34,,63542.34,625010
12002400,1,5,,33,M,M,GRAD,0,,,142522.51,6,142522.51,400070
12002401,1,6,,36,M,M,PRF,0,,,64242.32,,64242.32,380015
12002403,4,8,,,,,,0,,MD,0.00,,0.00,110001
12002404,1,5,,38,M,M,POSTGRAD,0,,,1080632.72,7,1080632.72,400070
12002405,1,4,,61,M,M,UG,0,,,146647.26,,146647.26,400070
12002409,1,5,,38,F,M,POSTGRAD,0,,,41028.91,6,41028.91,411005
12002410,1,4,,43,M,M,GRAD,0,,,246421.19,,246421.19,400070
12002407,1,5,,34,M,M,GRAD,1,,AST,53831.96,5,53831.96,411005
12002408,1,5,,35,M,M,ENG,2,,,96447.75,7,96447.75,411005
12002412,1,4,,53,M,M,GRAD,0,,,333359.73,,333359.73,110001
12002413,1,4,,30,M,M,GRAD,0,,,53862.11,,53862.11,380015
12002414,4,8,,,,,,0,,,0.00,,0.00,400070
12002415,1,4,,30,M,M,GRAD,0,,,34766.20,,34766.19,380015
12002402,1,5,,51,M,M,GRAD,0,,,81130.03,20,81130.03,625010
12002417,1,4,,51,M,M,GRAD,0,,,46922.07,,46922.06,380015
12002418,1,4,,35,M,M,GRAD,0,,,43032.89,,43032.89,411005
12002421,1,4,,41,M,M,UG,0,,,56298.59,,56298.59,625010
12002422,1,5,,53,M,M,GRAD,0,,AGM,337705.98,25,337705.98,391440
12002425,1,5,,31,M,M,GRAD,1,,AST,37532.40,10,37532.40,411005
12002426,1,4,,32,M,M,GRAD,0,,,245264.19,,245264.19,400070
12002427,3,4,,54,M,M,GRAD,0,,,21879.13,,21879.13,380015
12002428,3,4,,39,M,M,UG,0,,,86094.06,,86094.06,380015
12002429,3,4,,37,M,M,GRAD,0,,,179186.18,,179186.18,110001
12002430,1,4,,36,M,M,GRAD,0,,,540173.24,,540173.24,400070
12002431,1,4,,50,M,M,GRAD,0,,,279551.47,,279551.47,400070
12002432,1,4,,37,M,M,GRAD,0,,,429456.38,,429456.38,400070
12002433,1,5,,55,F,M,POSTGRAD,0,,,1703461.79,2,1703461.79,400070
12002434,1,4,,33,M,M,UG,1,,,160405.95,,160405.95,600017
12002435,1,4,,31,M,M,GRAD,0,,,39809.74,,39809.74,500034
12002436,1,4,,28,M,M,GRAD,0,,,47633.31,,47633.30,500034
12002438,1,5,,53,M,M,POSTGRAD,0,,MGR,72662.72,0,72662.72,411005
12002439,1,4,,32,M,M,GRAD,0,,,0.00,,0.00,400070
12002440,1,4,,49,M,M,GRAD,2,,,162713.56,,162713.57,411005
12002443,1,5,,36,M,S,POSTGRAD,0,,,98224.53,4,98224.53,500034
12002444,4,8,,,,,,0,,MD,0.00,,0.00,110001
12002445,1,4,,37,M,M,GRAD,3,,,52445.08,,52445.08,411005
12002447,1,5,,44,M,M,GRAD,2,,,51491.44,0,51491.44,411005
12002449,1,5,,39,M,M,GRAD,0,,,150129.58,2,150129.58,560095
12002451,4,8,,,,,,0,,MD,0.00,,0.00,500034
12002453,1,5,,40,M,M,POSTGRAD,0,,,149529.06,9,149529.06,600017
12002455,1,4,,50,M,M,GRAD,0,,,213721.47,,213721.47,400070
12002457,1,4,,40,F,M,GRAD,2,,,462144.52,,462144.51,600017
12002458,1,4,,49,M,M,PRF,0,,,245624.95,,245624.95,400070
12002459,4,8,,,,,,0,,MD,0.00,,0.00,110001
12002460,1,4,,42,M,M,GRAD,0,,,452579.13,,452579.13,400070
12002463,1,5,,31,M,M,GRAD,0,,,121055.49,1,121055.49,560095
12002466,1,4,,54,M,M,GRAD,0,,,444577.22,,444577.22,400070
12002461,1,4,,45,M,M,GRAD,1,,,107294.98,,107294.98,411005
12002467,1,5,,33,M,M,GRAD,0,,OTH,46430.58,0,46430.58,380015
12002468,1,4,,57,M,M,GRAD,3,,,169403.10,,169403.09,110001
12002469,1,4,,36,M,M,GRAD,0,,,111267.29,,111267.29,411005
12002470,1,5,,58,M,M,GRAD,2,,DM,189216.57,0,189216.57,110001
12002471,1,4,,44,M,M,GRAD,0,,,73515.27,,73515.27,411005
12002472,1,4,,39,M,M,UG,0,,,29285.28,,29285.28,411005
12002473,1,4,,49,M,M,GRAD,0,,,2357089.95,,2357089.95,110001
12002477,1,4,,50,M,M,GRAD,0,,,140088.28,,140088.29,400070
12002478,1,5,,28,M,M,GRAD,0,,ASTM,107611.38,9,107611.38,380015
12002484,6,8,,,,,,0,,,0.00,,0.00,411005
12002485,1,4,,47,F,M,UG,0,,,714523.72,,714523.72,560095
12002486,1,5,,29,M,M,PRF,1,,DGM,210181.41,1,210181.41,110001
12002488,2,8,,,,,,0,,MD,0.00,,0.00,110001
12002489,2,8,,,,,,0,,MD,0.00,,0.00,110001
12002490,1,5,,59,M,M,GRAD,0,,DIR,20717882.04,10,20717882.04,110001
12002493,1,4,,54,M,M,UG,0,,,147008.39,,147008.39,560095
12002494,1,5,,29,M,S,GRAD,0,,MGR,144574.79,9,144574.79,411005
12002495,1,4,,38,M,M,UG,0,,,24130.90,,24130.89,411005
12002496,1,4,,34,M,M,GRAD,0,,,52641.75,,52641.75,500034
12002497,1,5,,27,M,S,PRF,0,,,80964.88,1,80964.88,400070
12002498,1,4,,36,M,M,GRAD,0,,,141568.56,,141568.57,400070
12002499,1,4,,37,M,M,GRAD,0,,,106021.63,,106021.63,400070
12002500,1,4,,48,M,M,POSTGRAD,0,,,217496.54,,217496.54,400070
12002502,1,4,,47,M,M,UG,0,,,254661.92,,254661.93,400070
12002503,1,4,,43,M,M,UG,0,,,135859.01,,135859.01,400070
12002504,1,5,,35,M,M,GRAD,0,,,177191.94,9,177191.94,400070
12002505,1,5,,27,M,M,POSTGRAD,0,,,174150.31,1,174150.31,400070
12002506,1,4,,44,M,M,UG,0,,,334947.98,,334947.98,400070
12002507,1,4,,42,M,M,UG,0,,,74314.14,,74314.14,625010
12002508,1,4,,52,M,M,UG,0,,,52984.60,,52984.61,400070
12002509,1,4,,32,M,M,GRAD,0,,,47687.48,,47687.48,400070
12002510,1,5,,42,M,M,GRAD,0,,,48823.27,,48823.27,395002
12002512,1,4,,35,M,S,GRAD,0,,,70219.36,,70219.36,560095
12002513,1,6,,50,M,M,PRF,0,,,48956.07,,48956.07,110001
12002514,1,4,,56,M,M,GRAD,0,,,435512.02,,435512.02,400070
12002515,4,8,,,,,,0,,,0.00,,0.00,400070
12002516,1,4,,35,M,M,GRAD,0,,,558129.23,,558129.23,400070
12002518,1,4,,55,M,M,GRAD,0,,,54746.25,,54746.25,400070
12002519,1,4,,58,F,M,UG,0,,,95696.66,,95696.66,400070
12002520,1,5,,35,M,S,GRAD,0,,,174004.69,6,174004.69,400070
12002522,1,4,,49,M,M,GRAD,0,,,126428.56,,126428.56,400070
12002523,1,4,,32,F,M,GRAD,0,,,64604.51,,64604.51,395002
12002526,1,4,,40,M,M,GRAD,0,,,120553.50,,120553.49,411005
12002527,1,4,,40,M,M,GRAD,0,,,619680.92,,619680.92,400070
12002528,1,4,,40,M,M,GRAD,0,,,121331.09,,121331.10,400070
12002529,1,5,,33,M,S,POSTGRAD,0,,,170367.05,3,170367.05,500034
12002531,1,5,,36,M,M,PRF,0,,,113110.63,2,113110.63,400070
12002532,1,4,,37,M,M,UG,0,,,37577.81,,37577.81,400070
12002533,1,5,,33,F,M,GRAD,0,,,75066.29,5,75066.29,400070
12002534,1,4,,29,M,M,GRAD,0,,,35496.38,,35496.39,411005
12002535,4,8,,,,,,0,,,0.00,,0.00,400070
12002536,2,8,,,,,,0,,,0.00,,0.00,380015
12002537,2,8,,,,,,0,,,0.00,,0.00,400070
12002538,1,4,,43,M,M,GRAD,2,,,590357.55,,590357.55,600017
12002539,1,4,,45,M,M,UG,0,,,42251.46,,42251.47,500034
12002540,1,5,,31,M,M,POSTGRAD,0,,,134597.17,6,134597.17,500034
12002541,2,8,,,,,,0,,,0.00,,0.00,400070
12002543,2,8,,,,,,0,,,0.00,,0.00,560095
12002545,1,4,,60,F,M,GRAD,2,,,199854.04,,199854.04,110001
12002546,1,4,,49,M,M,GRAD,0,,,76893.94,,76893.93,400070
12002547,1,4,,38,M,M,GRAD,0,,,62143.14,,62143.14,411005
12002544,1,5,,27,M,S,GRAD,0,,,64255.46,,64255.46,625010
12002548,1,4,,45,M,M,GRAD,0,,,191415.21,,191415.21,560095
12002549,1,4,,46,M,M,GRAD,0,,,115635.81,,115635.81,400070
12002550,1,4,,32,M,M,GRAD,0,,,81107.01,,81107.01,411005
12002551,1,4,,28,M,M,GRAD,0,,,212358.17,,212358.17,110001
12002552,1,4,,43,M,M,GRAD,0,,,1586546.82,,1586546.82,380015
12002553,1,5,,39,M,S,PRF,0,,,321490.49,8,321490.49,400070
12002554,1,5,,43,M,M,UG,0,,,52342.68,0,52342.68,625010
12002555,1,4,,41,M,M,UG,0,,,319325.62,,319325.62,625010
12002556,1,5,,26,F,S,PRF,0,,,34739.98,0,34739.98,625010
12002557,1,4,,31,M,M,UG,0,,,116350.42,,116350.42,625010
12002558,1,4,,39,M,M,GRAD,0,,,31307.39,,31307.40,411005
12002560,1,4,,63,M,M,UG,0,,,2992427.39,,2992427.39,411005
12002563,1,5,,33,M,M,GRAD,0,,,98594.60,2,98594.60,560095
12002566,1,4,,39,M,M,GRAD,0,,,3654957.55,,3654957.55,500034
12002568,3,4,,47,M,M,GRAD,0,,,69137.73,,69137.74,380015
12002569,3,4,,36,M,M,PRF,0,,,347240.46,,347240.46,380015
12002570,1,4,,39,M,M,UG,0,,,52545.35,,52545.35,625010
12002571,1,4,,43,M,M,POSTGRAD,2,,,122355.61,,122355.61,600017
12002572,1,4,,35,M,M,GRAD,3,,,50265.52,,0.00,411005
12002573,1,4,,50,M,M,GRAD,0,,,407225.61,,407225.61,560095
12002574,1,4,,37,M,M,UG,0,,,42036.28,,42036.28,625010
12002577,1,4,,49,M,M,GRAD,0,,,137779.37,,137779.36,411005
12002578,1,4,,42,M,M,GRAD,2,,,50855.90,,50855.90,110001
12002579,1,4,,46,M,M,GRAD,0,,,508551.69,,508551.69,400070
12002580,1,4,,34,M,M,GRAD,0,,,169174.58,,169174.58,400070
12002581,1,4,,30,M,M,POSTGRAD,0,,,379455.26,,379455.27,400070
12002582,1,5,,53,M,M,PRF,0,,,149003.61,10,149003.61,500034
12002584,1,5,,44,M,M,GRAD,0,,,51794.71,16,51794.71,600017
12002585,1,4,,45,M,M,GRAD,2,,,218906.43,,218906.43,110001
12002590,1,4,,43,M,M,GRAD,0,,,14882.78,,14882.78,380015
12002591,1,4,,34,M,M,POSTGRAD,2,,,555525.33,,555525.33,110001
12002592,2,4,,56,M,M,GRAD,0,,,134109.48,,134109.47,380015
12002593,1,6,,30,M,M,PRF,0,,,84139.63,,84139.62,400070
12002595,1,4,,40,M,M,GRAD,0,,,39454.92,,39454.93,500034
12002596,1,4,,42,M,M,GRAD,0,,,239858.61,,239858.61,400070
12002597,1,5,,41,M,M,GRAD,2,,MGR,89242.28,6,89242.28,411005
12002598,1,4,,41,M,M,POSTGRAD,0,,,170766.77,,170766.77,400070
12002599,1,4,,51,M,M,GRAD,2,,,33963.81,,33963.81,110001
12002600,1,5,,54,F,M,GRAD,0,,,90962.01,0,90962.01,560095
12002602,1,4,,34,M,M,GRAD,0,,,123467.69,,123467.69,380015
12002601,1,5,,44,M,M,GRAD,0,,,90077.75,,0.00,560095
12002605,1,4,,44,M,M,UG,0,,,111350.85,,111350.86,400070
12002606,1,4,,49,M,M,UG,0,,,117428.73,,117428.73,400070
12002608,1,4,,47,M,M,GRAD,3,,,735742.86,,735742.85,110001
12002609,1,4,,43,M,M,GRAD,1,,,193340.88,,193340.88,110001
12002611,1,4,,41,M,M,GRAD,0,,,476238.31,,476238.30,400070
12002612,1,4,,48,M,M,GRAD,2,,,148534.57,,148534.58,110001
12002614,1,4,,37,M,M,GRAD,0,,,41846.94,,41846.94,400070
12002613,1,5,,32,M,M,GRAD,0,,,110684.53,9,110684.53,560095
12002615,1,5,,26,M,S,PRF,0,,OTH,63079.95,1,63079.95,110001
12002616,2,8,,,,,,0,,POSITION,0.00,,0.00,110001
12002617,2,8,,,,,,0,,,0.00,,0.00,400070
12002603,1,4,,43,M,M,UG,0,,,60051.83,,60051.83,620017
12002618,1,5,,57,M,M,GRAD,0,,,60568.28,0,60568.28,500034
12002619,1,5,,28,M,M,PRF,0,,DM,127550.09,0,127550.09,110001
12002620,1,4,,48,M,M,PRF,3,,,127586.87,,127586.87,600017
12002621,1,4,,45,M,M,GRAD,0,,,0.00,,0.00,110001
12002622,1,4,,29,M,M,GRAD,0,,,54488.84,,54488.84,400070
12002623,1,5,,50,F,M,GRAD,0,,,63419.24,0,63419.24,500034
12002624,1,4,,31,M,M,GRAD,0,,,28966.63,,28966.63,395002
12002625,1,5,,31,M,M,GRAD,0,,,69188.72,8,69188.72,400070
12002626,1,5,,26,M,S,PRF,0,,,64555.72,0,64555.72,411005
12002627,1,4,,39,M,M,GRAD,0,,,78701.47,,78701.47,400070
12002628,1,5,,31,M,M,POSTGRAD,0,,,152386.03,8,152386.03,400070
12002629,1,5,,29,M,M,UG,0,,,41510.83,0,41510.83,0
12002630,1,4,,38,M,M,UG,0,,,92520.42,,92520.42,395002
12002631,1,4,,32,M,M,GRAD,0,,,29596.17,,29596.17,380015
12002633,1,5,,41,M,M,UG,0,,,5334.10,5,5334.10,625010
12002604,1,4,,35,M,M,UG,0,,,105090.71,,105090.71,620017
12002634,1,5,,34,M,M,GRAD,0,,,132568.92,6,132568.92,400070
12002636,1,4,,41,M,M,GRAD,2,,,79188.16,,79188.16,411005
12002637,4,8,,,,,,0,,MD,0.00,,0.00,400070
12002638,1,4,,49,M,M,GRAD,0,,,155429.15,,155429.15,400070
12002639,1,6,,57,M,M,PRF,0,,,1158335.54,,1158335.53,560095
12002640,4,8,,,,,,0,,,0.00,,0.00,400070
12002641,1,4,,47,M,M,GRAD,0,,,40112.49,,40112.50,400070
12002642,1,5,,39,M,M,POSTGRAD,0,,,283747.91,6,283747.91,560095
12002643,1,5,,27,M,S,POSTGRAD,0,,ASTM,167519.09,2,167519.09,110001
12002644,1,5,,34,M,M,GRAD,0,,,76848.33,7,76848.33,560095
12002645,1,4,,44,M,M,GRAD,0,,,36095.91,,36095.91,560095
12002646,1,6,,42,M,M,PRF,0,,,146824.42,,146824.42,400070
12002648,1,4,,53,M,M,GRAD,3,,,54484.80,,54484.81,110001
12002649,1,5,,29,M,M,GRAD,1,,SM,99190.61,0,99190.61,110001
12002651,1,4,,39,M,M,GRAD,0,,,39080.73,,39080.73,380015
12002654,1,5,,34,M,M,GRAD,0,,,85123.47,6,85123.47,400070
12002656,1,5,,53,M,M,GRAD,0,,OTH,75369.55,0,75369.55,411005
12002655,1,5,,26,M,S,GRAD,0,,,63054.42,2,63054.42,400070
12002657,1,5,,27,M,M,POSTGRAD,0,,,120809.27,1,120809.27,560095
12002660,1,4,,34,F,M,OTHERS,0,,,1.50,,1.50,641002
12002661,1,4,,59,M,M,GRAD,0,,,52044.67,,52044.67,400070
12002663,1,5,,55,M,M,POSTGRAD,0,,,133941.11,0,133941.11,500034
12002665,1,4,,61,M,M,POSTGRAD,2,,,66692.93,,66692.94,560095
12002664,1,4,,52,M,M,GRAD,0,,,441733.65,,441733.65,400070
12002662,1,4,,40,M,M,GRAD,0,,,123223.90,,123223.90,400070
12002667,1,4,,44,M,M,UG,0,,,44663.55,,44663.55,0
12002669,1,4,,38,M,M,GRAD,0,,,151514.84,,151514.84,400070
12002670,1,6,,33,M,M,PRF,1,,,80921.84,,80921.84,411005
12002672,1,4,,38,M,M,UG,0,,,57456.59,,57456.59,400070
12002679,1,5,,28,M,S,POSTGRAD,0,,MGR,109870.83,0,109870.83,110001
12002680,1,4,,30,M,M,GRAD,0,,,125733.52,,125733.52,560095
12002682,2,8,,,,,,0,,POSITION,0.00,,0.00,110001
12002683,2,8,,,,,,0,,C,0.00,,0.00,400070
12002684,1,4,,59,M,M,GRAD,0,,,53311.70,,53311.70,400070
12002687,1,4,,34,M,M,UG,0,,,188007.27,,188007.27,395002
12002688,4,8,,,,,,0,,,0.00,,0.00,400070
12002690,1,4,,33,M,M,UG,0,,,180155.50,,180155.50,625010
12002691,1,4,,39,M,M,UG,0,,,55454.11,,55454.11,380015
12002692,1,5,,51,M,M,GRAD,2,,SM,122884.06,0,122884.06,110001
12002693,1,5,,52,M,M,UG,0,,,33659.05,0,33659.05,625010
12002694,1,4,,60,F,M,GRAD,2,,,728940.92,,728940.91,110001
12002695,1,6,,28,M,M,PRF,0,,,30778.26,,30778.25,411005
12002697,1,5,,40,M,M,GRAD,2,,SGM,386299.92,7,386299.92,110001
12002698,1,4,,45,M,M,GRAD,0,,,52899.66,,52899.66,380015
12002699,1,5,,50,M,M,GRAD,3,,,290065.36,0,290065.36,600017
12002700,1,4,,52,M,M,POSTGRAD,5,,,301748.51,,301748.51,110001
12002703,4,8,,,,,,0,,MD,0.00,,0.00,110001
12002704,1,4,,,,,,,,,0.00,,0.00,#N/A
12002705,1,5,,28,M,M,UG,0,,,168786.18,3,168786.18,400070
12002707,1,6,,46,M,M,PRF,0,,,92337.20,,92337.20,400070
12002709,1,5,,38,M,M,GRAD,0,,,119353.02,12,119353.02,400070
12002710,1,4,,32,M,M,GRAD,0,,,277957.32,,277957.32,400070
12002711,1,4,,41,M,M,OTHERS,0,,,92601.43,,92601.43,641002
12002712,1,4,,41,M,M,GRAD,0,,,50019.42,,50019.42,395002
12002713,1,4,,54,M,M,UG,0,,,70300.62,,70300.62,411005
12002716,1,4,,30,M,M,UG,0,,,61247.36,,61247.36,400070
12002717,1,4,,53,M,M,POSTGRAD,0,,,83032.92,,83032.92,400070
12002715,1,4,,43,M,M,GRAD,0,,,128701.71,,128701.71,380015
12002718,1,4,,43,M,M,GRAD,0,,,36511.63,,36511.64,400070
12002720,1,5,,41,M,M,UG,0,,,43549.59,0,43549.59,600017
12002721,1,5,,31,M,M,GRAD,0,,,121702.54,6,121702.54,400070
12002722,1,4,,47,M,M,GRAD,0,,,178123.12,,178123.12,400070
12002723,1,4,,45,F,M,GRAD,0,,,39816.12,,39816.12,400070
12002724,1,4,,50,M,M,UG,0,,,135592.16,,135592.16,400070
12002727,1,4,,35,M,M,POSTGRAD,0,,,180155.50,,180155.50,620017
12002728,1,4,,38,F,M,POSTGRAD,0,,,97753.87,,97753.87,400070
12002730,1,4,,30,M,M,GRAD,0,,,401066.67,,401066.67,500034
12002731,1,4,,30,F,M,POSTGRAD,0,,,117101.07,,117101.07,620017
12002732,1,4,,37,M,M,UG,0,,,112831.45,,112831.45,400070
12002733,1,5,,25,M,S,PRF,0,,ASTM,115368.58,0,115368.58,411005
12002734,1,4,,38,M,M,GRAD,2,,,153882.82,,153882.82,110001
12002736,1,4,,38,M,M,UG,0,,,37532.40,,37532.40,620017
12002735,3,4,,36,M,M,GRAD,0,,,1355516.98,,1355516.98,400070
12002737,1,4,,44,M,M,GRAD,10,,,333675.72,,333675.72,110001
12002738,1,5,,61,M,M,GRAD,0,,,440705.38,13,440705.38,400070
12002739,1,4,,38,M,M,GRAD,0,,,38027.70,,38027.70,380015
12002740,1,4,,51,M,M,GRAD,0,,,702906.69,,702906.69,560095
12002744,1,4,,42,M,M,GRAD,0,,,40320.56,,40320.55,395002
12002742,1,4,,51,M,M,GRAD,0,,,120103.66,,120103.66,400070
12002750,1,4,,30,M,M,GRAD,1,,,115551.04,,115551.05,110001
12002748,1,6,,51,M,M,PRF,0,,,84219.95,,84219.94,400070
12002752,1,4,,41,M,M,UG,0,,,832645.18,,832645.17,400070
12002746,4,8,,,,,,0,,,0.00,,0.00,400070
12002753,1,4,,40,F,M,GRAD,0,,,151144.58,,151144.58,411005
12002751,1,4,,47,M,M,UG,0,,,231246.69,,231246.69,400070
12002745,1,4,,45,M,M,GRAD,0,,,482322.68,,482322.68,400070
12002754,1,4,,43,M,M,UG,0,,,34728.60,,34728.60,380015
12002755,1,5,,33,M,M,GRAD,0,,DM,78574.82,13,78574.82,380015
12002747,1,4,,44,M,M,POSTGRAD,0,,,284238.23,,284238.24,400070
12002757,1,5,,28,M,S,GRAD,0,,,66896.24,3,66896.24,600017
12002758,1,4,,40,M,M,UG,0,,,349801.92,,349801.92,600017
12002759,1,4,,43,M,M,GRAD,2,,,231034.16,,231034.16,110001
12002760,1,4,,46,M,M,GRAD,2,,,509536.54,,509536.54,110001
12002761,1,4,,54,M,M,GRAD,0,,,0.00,,0.00,110001
12002762,1,4,,34,M,M,GRAD,0,,,57979.92,,57979.92,500034
12002764,1,4,,46,M,M,UG,0,,,37089.39,,37089.39,500034
12002765,1,4,,37,M,M,GRAD,2,,,114777.56,,114777.57,110001
12002766,1,5,,54,F,M,POSTGRAD,0,,,309459.10,0,309459.10,400070
12002768,4,8,,,,,,0,,,0.00,,0.00,400070
12002769,1,5,,41,M,M,UG,0,,,27822.01,0,27822.01,625010
12002770,4,8,,,,,,0,,MD,0.00,,0.00,400070
12002771,1,4,,33,M,M,GRAD,2,,,1256388.35,,1256388.35,110001
12002772,4,8,,,,,,0,,,0.00,,0.00,400070
12002773,1,4,,44,M,M,GRAD,0,,,42066.19,,42066.18,395002
12002774,1,4,,41,M,M,UG,0,,,270233.24,,270233.24,600017
12002775,1,4,,30,M,M,UG,0,,,52458.02,,52458.03,411005
12002778,1,4,,37,M,M,GRAD,3,,,100804.39,,100804.38,600017
12002780,1,5,,33,M,M,GRAD,0,,,235304.10,6,235304.10,400070
12002781,1,5,,41,M,M,POSTGRAD,0,,,290254.52,15,290254.52,400070
12002779,1,5,,28,M,S,GRAD,0,,,60051.83,6,60051.83,400070
12002782,1,4,,48,M,M,GRAD,0,,,341052.37,,341052.37,400070
12002785,1,4,,31,M,M,UG,0,,,39889.17,,39889.18,400070
12002786,1,4,,31,M,M,GRAD,0,,,53555.23,,53555.23,380015
12002788,1,4,,53,M,M,GRAD,2,,,0.00,,0.00,110001
12002789,4,8,,,,,,0,,,0.00,,0.00,400070
12002790,1,4,,39,M,M,UG,5,,,109969.92,,109969.92,620017
12002791,1,4,,34,M,M,UG,0,,,102463.44,,102463.44,625010
12002792,1,5,,36,M,M,POSTGRAD,0,,SM,127451.01,1,127451.01,500034
12002793,1,4,,41,M,M,GRAD,0,,,0.00,,0.00,400070
12002794,1,4,,49,M,M,UG,0,,,258649.50,,258649.50,400070
12002797,1,5,,34,M,M,UG,0,,,50893.93,0,50893.93,625010
12002798,1,4,,50,F,M,GRAD,2,,,143034.46,,143034.46,110001
12002799,1,4,,,,,,,,,0.00,,0.00,#N/A
12002800,4,8,,,,,,0,,,0.00,,0.00,400070
12002801,1,4,,35,M,M,GRAD,1,,,37250.84,,37250.84,411005
12002802,2,8,,,,,,0,,,0.00,,0.00,400070
12002803,1,5,,29,M,S,PRF,2,,,85012.38,1,85012.38,600017
12002807,1,5,,48,F,M,GRAD,2,,,75579.73,3,75579.73,110001
12002810,1,4,,51,M,M,GRAD,0,,,79974.81,,79974.81,400070
12002811,4,8,,,,,,0,,JRMGMT,0.00,,0.00,110001
12002813,1,4,,32,M,M,UG,0,,,30408.75,,30408.75,400070
12002815,1,4,,56,M,M,UG,0,,,41179.54,,41179.54,400070
12002817,2,8,,,,,,0,,C,0.00,,0.00,400070
12002818,1,4,,41,M,M,UG,0,,,0.00,,0.00,380015
12002821,1,4,,50,M,M,UG,0,,,220252.10,,220252.10,380015
12002822,1,5,,37,M,M,GRAD,0,,,101337.47,15,101337.47,400070
12002823,1,4,,34,M,M,UG,0,,,390336.91,,390336.91,625010
12002825,1,4,,44,M,M,UG,0,,,42036.28,,42036.28,625010
12002826,1,4,,34,M,M,UG,0,,,43537.58,,43537.58,625010
12002827,1,5,,28,M,S,UG,0,,,12761.01,0,12761.01,0
12002829,1,4,,42,M,M,POSTGRAD,3,,DIR,283558.11,6,283558.12,110001
12002831,1,5,,38,M,M,GRAD,0,,,94245.35,0,94245.35,560095
12002832,1,4,,50,M,M,UG,0,,,52545.35,,52545.35,625010
12002833,1,4,,40,M,M,GRAD,2,,,71410.08,,71410.07,411005
12002836,1,4,,37,M,M,UG,0,,,87958.79,,87958.79,400070
12002837,1,5,,35,M,M,GRAD,0,,,165142.54,3,165142.54,400070
12002838,1,5,,52,M,M,GRAD,3,,,251620.18,0,251620.18,110001
12002840,1,4,,46,M,M,UG,0,,,25498.01,,25498.01,380015
12002841,1,4,,45,M,M,UG,0,,,175651.61,,175651.61,641002
12002842,1,4,,37,M,M,OTHERS,0,,,112597.19,,112597.19,641002
12002843,1,4,,36,M,M,OTHERS,2,,,101094.26,,101094.26,641002
